,formula,c/a,composition,entropy,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,avg_dev/mean CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mean BoilingT,MagpieData avg_dev BoilingT,MagpieData mean Density,MagpieData avg_dev Density,MagpieData mean FirstIonizationEnergy,MagpieData avg_dev FirstIonizationEnergy,MagpieData mean HeatCapacityMolar,MagpieData avg_dev HeatCapacityMolar,MagpieData mean HeatFusion,MagpieData avg_dev HeatFusion,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,PymatgenData mean atomic_radius,PymatgenData avg_dev atomic_radius,avg_dev/mean atomic_radius,PymatgenData mean average_ionic_radius,PymatgenData avg_dev average_ionic_radius,avg_dev/mean average_ionic_radius
0,Ni8Mn4Ga3Na1,1.1916824,Ni8 Mn4 Ga3 Na1,9.813052087,26.75,2.84375,57.5,9.6875,57.59113433,5.651715296,1323.725,501.9125,9.25,2.15625,3.9375,0.1171875,130,9,0.069230769,1.74,0.19625,1.9375,0.1171875,0.1875,0.3046875,7.125,1.953125,0,0,9.25,2.15625,0.0625,0.1171875,0.9375,1.5234375,2.25,1.375,0,0,3.25,1.53125,13.14538614,4.154286099,0,0,0.29777488,0.29761982,2713.1875,472.8125,7489,1419,7.124466188,0.670110719,26.26,0.27625,13.1771875,4.3028125,193.0625,48.3984375,1.38125,0.06171875,0.044683258,0.747083333,0.056458333,0.075571667
1,Ni8Mn4Ga2Na2,1.128582306,Ni8 Mn4 Ga2 Na2,10.0849449,25.5,3.875,53,13.25,54.67030741,7.920134532,1327.9725,495.54125,8.5,2.625,3.875,0.21875,132.75,11.4375,0.086158192,1.685,0.25625,1.875,0.21875,0.125,0.21875,6.5,2.375,0,0,8.5,2.625,0.125,0.21875,0.625,1.09375,2.25,1.375,0,0,3,1.5,13.79450072,5.127957974,0,0,0.29777488,0.29761982,2630.625,555.375,7180.5,1872.25,7.070702125,0.750756812,26.3975,0.458125,12.990625,4.489375,203.375,34.84375,1.4125,0.096875,0.068584071,0.772083333,0.096979167,0.125607124
2,Ni8Mn4Ga3K1,1.196390005,Ni8 Mn4 Ga3 K1,9.813052087,27.25,2.15625,57.5625,9.6015625,58.5979175,4.267388437,1321.57875,505.131875,9.25,2.15625,4,0,132.3125,12.1796875,0.092052433,1.733125,0.205703125,1.9375,0.1171875,0.1875,0.3046875,7.125,1.953125,0,0,9.25,2.15625,0.0625,0.1171875,0.9375,1.5234375,2.25,1.375,0,0,3.25,1.53125,15.88684447,8.266473599,0,0,0.29777488,0.29761982,2705.4375,480.5625,7482,1426,7.074565394,0.744961909,26.345625,0.406796875,13.160625,4.319375,193.0625,48.3984375,1.40625,0.09921875,0.070555556,0.769583333,0.093802083,0.121886843
3,Ni8Mn4Ga2K2,1.133911857,Ni8 Mn4 Ga2 K2,10.0849449,26.5,2.625,53.125,13.09375,56.68387375,5.269307812,1323.68,501.98,8.5,2.625,4,0,137.375,17.21875,0.125341219,1.67125,0.2734375,1.875,0.21875,0.125,0.21875,6.5,2.375,0,0,8.5,2.625,0.125,0.21875,0.625,1.09375,2.25,1.375,0,0,3,1.5,19.27741739,13.45731232,0,0,0.29777488,0.29761982,2615.125,570.875,7166.5,1893.25,6.970900538,0.900459194,26.56875,0.7578125,12.9575,4.5225,203.375,34.84375,1.4625,0.184375,0.126068376,0.817083333,0.175729167,0.215068843
4,Ni8Mn4Ga2Rb2,1.158150762,Ni8 Mn4 Ga2 Rb2,10.0849449,28.75,2.625,53.25,12.9375,62.48006125,7.557669375,1320.67125,506.493125,8.5,2.625,4.125,0.21875,139.5,20.125,0.144265233,1.67125,0.2734375,1.875,0.21875,0.125,0.21875,6.5,2.375,0,0,8.5,2.625,0.125,0.21875,0.625,1.09375,2.25,1.375,0,0,3,1.5,21.47939655,17.31077586,0,0,0.29777488,0.29761982,2606.25,579.75,7251,1766.5,6.950458625,0.931122063,26.75125,1.0771875,12.939375,4.540625,203.375,34.84375,1.48125,0.2171875,0.146624473,0.834583333,0.206354167,0.247254119
5,Ni8Mn4Rb4,1.066940371,Ni8 Mn4 Rb4,8.644238489,29.5,3.75,44.5,20.25,64.44816125,10.50981938,1321.865,504.7025,7,3,4.25,0.375,151.75,34.125,0.224876442,1.5475,0.36375,1.75,0.375,0,0,5.25,2.75,0,0,7,3,0.25,0.375,0,0,2.25,1.375,0,0,2.5,1.25,30.46252155,30.12998922,0,0,0.29777488,0.29761982,2416.75,769.25,6704.5,2586.25,6.722687,1.2727795,27.38,1.84,12.515,5.1625,224,3.5,1.6125,0.36875,0.228682171,0.947083333,0.356458333,0.376374835
6,Ni8Mn4Ga2Cs2,1.05425619,Ni8 Mn4 Ga2 Cs2,10.0849449,31,6,53.375,12.78125,68.40976774,16.45222911,1319.3125,508.53125,8.5,2.625,4.25,0.4375,142.5,25.375,0.178070175,1.6675,0.278125,1.875,0.21875,0.125,0.21875,6.5,2.375,0,0,8.5,2.625,0.125,0.21875,0.625,1.09375,2.25,1.375,0,0,3,1.5,24.60970905,22.78882274,0,0,0.29777488,0.29761982,2604.125,581.875,7294.375,1701.4375,6.91505575,0.984226375,26.895,1.32875,12.926875,4.553125,203.375,34.84375,1.5125,0.271875,0.179752066,0.853333333,0.239166667,0.280273438
7,Ni8Mn4Ga3Mg1,1.19972,Ni8 Mn4 Ga3 Mg1,9.813052087,26.8125,2.7578125,61.625,5.4375,57.67333625,5.538687656,1358.233125,450.1503125,9.3125,2.0703125,3.9375,0.1171875,128.4375,6.8515625,0.053345499,1.76375,0.16359375,2,0,0.1875,0.3046875,7.125,1.953125,0,0,9.3125,2.0703125,0,0,0.9375,1.5234375,2.25,1.375,0,0,3.1875,1.5859375,12.7483028,3.558661099,0,0,0.29777488,0.29761982,2726.125,459.875,7537.125,1370.875,7.281163625,0.480698484,26.0499375,0.15509375,13.5446875,3.9353125,190.875,47.578125,1.3625,0.0359375,0.026376147,0.728333333,0.04,0.054919908
8,Ni8Mn4Ga2Mg2,1.1326,Ni8 Mn4 Ga2 Mg2,10.0849449,25.625,3.71875,61.25,4.875,54.83471125,7.632427813,1396.98875,392.016875,8.625,2.46875,3.875,0.21875,129.625,7.53125,0.058100289,1.7325,0.196875,2,0,0.125,0.21875,6.5,2.375,0,0,8.625,2.46875,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,13.00033405,3.936707974,0,0,0.29777488,0.29761982,2656.5,529.5,7276.75,1727.875,7.384097,0.346199,25.977375,0.27709375,13.725625,3.754375,199,35,1.375,0.04375,0.031818182,0.734583333,0.043125,0.05870675
9,Ni8Mn4Ga1Mg3,1.0861,Ni8 Mn4 Ga1 Mg3,9.813052087,24.4375,4.6640625,60.875,4.4375,51.99608625,10.38415734,1435.744375,333.8834375,7.9375,2.6953125,3.8125,0.3046875,130.8125,7.9140625,0.060499283,1.70125,0.22234375,2,0,0.0625,0.1171875,5.875,2.640625,0,0,7.9375,2.6953125,0,0,0.3125,0.5859375,2.25,1.375,0,0,2.5625,1.5234375,13.2523653,4.314754849,0,0,0.29777488,0.29761982,2586.875,599.125,7016.375,2118.4375,7.487030375,0.212471359,25.9048125,0.388429688,13.9065625,3.5734375,207.125,22.8125,1.3875,0.0484375,0.03490991,0.740833333,0.047083333,0.063554555
10,Ni8Mn4Mg4,1.05342,Ni8 Mn4 Mg4,8.644238489,23.25,5.625,60.5,4.25,49.15746125,12.42623063,1474.5,275.75,7.25,2.75,3.75,0.375,132,8,0.060606061,1.67,0.24,2,0,0,0,5.25,2.75,0,0,7.25,2.75,0,0,0,0,2.25,1.375,0,0,2.25,1.375,13.50439655,4.692801724,0,0,0.29777488,0.29761982,2517.25,668.75,6756,2509,7.58996375,0.077971875,25.83225,0.481625,14.0875,3.3925,215.25,10.625,1.4,0.05,0.035714286,0.747083333,0.056458333,0.075571667
11,Ni8Mn4Ga3Ca1,1.211150931,Ni8 Mn4 Ga3 Ca1,9.813052087,27.3125,2.0703125,57.8125,9.2578125,58.65914875,4.183195469,1370.233125,432.1503125,9.3125,2.0703125,4,0,130.625,9.859375,0.075478469,1.744375,0.190234375,2,0,0.1875,0.3046875,7.125,1.953125,0,0,9.3125,2.0703125,0,0,0.9375,1.5234375,2.25,1.375,0,0,3.1875,1.5859375,13.6783028,4.953661099,0,0,0.29777488,0.29761982,2750.75,435.25,7525.375,1382.625,7.185346438,0.578790344,26.1161875,0.10190625,13.5484375,3.9315625,192.8125,48.3046875,1.38125,0.06171875,0.044683258,0.745833333,0.054583333,0.073184357
12,Ni8Mn4Ga2Ca2,1.053245941,Ni8 Mn4 Ga2 Ca2,10.0849449,26.625,2.46875,53.625,12.46875,56.80633625,5.116229687,1420.98875,356.016875,8.625,2.46875,4,0,134,13,0.097014925,1.69375,0.2453125,2,0,0.125,0.21875,6.5,2.375,0,0,8.625,2.46875,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,14.86033405,6.726707974,0,0,0.29777488,0.29761982,2705.75,480.25,7253.25,1763.125,7.192462625,0.568116063,26.109875,0.1050625,13.733125,3.746875,202.875,34.71875,1.4125,0.096875,0.068584071,0.769583333,0.092604167,0.120330266
13,Ni8Mn4Ga1Ca3,1.030401961,Ni8 Mn4 Ga1 Ca3,9.813052087,25.9375,2.6953125,49.4375,15.9140625,54.95352375,5.586060781,1471.744375,279.8834375,7.9375,2.6953125,4,0,137.375,15.296875,0.111351228,1.643125,0.287734375,2,0,0.0625,0.1171875,5.875,2.640625,0,0,7.9375,2.6953125,0,0,0.3125,0.5859375,2.25,1.375,0,0,2.5625,1.5234375,16.0423653,8.499754849,0,0,0.29777488,0.29761982,2660.75,525.25,6981.125,2171.3125,7.199578812,0.557441781,26.1035625,0.10821875,13.9178125,3.5621875,212.9375,18.6171875,1.44375,0.13359375,0.092532468,0.793333333,0.13,0.163865546
14,Ni8Mn4Ga3Sr1,1.08,Ni8 Mn4 Ga3 Sr1,9.813052087,28.4375,2.15625,57.875,9.171875,61.63052375,6.283363125,1366.170625,438.2440625,9.3125,2.0703125,4.0625,0.1171875,131.8125,11.4921875,0.08718587,1.74125,0.19453125,2,0,0.1875,0.3046875,7.125,1.953125,0,0,9.3125,2.0703125,0,0,0.9375,1.5234375,2.25,1.375,0,0,3.1875,1.5859375,14.7070528,6.496786099,0,0,0.29777488,0.29761982,2744.375,441.625,7592.875,1315.125,7.159202063,0.618006906,26.17,0.1525,13.4790625,4.0009375,192.8125,48.3046875,1.39375,0.07890625,0.05661435,0.757083333,0.071458333,0.094386351
15,Ni8Mn4Ga2Sr2,1.04,Ni8 Mn4 Ga2 Sr2,10.0849449,28.875,2.8125,53.75,12.3125,62.74908625,7.961206875,1412.86375,368.204375,8.625,2.46875,4.125,0.21875,136.375,15.96875,0.117094409,1.6875,0.253125,2,0,0.125,0.21875,6.5,2.375,0,0,8.625,2.46875,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,16.91783405,9.812957974,0,0,0.29777488,0.29761982,2693,493,7388.25,1560.625,7.140173875,0.646549188,26.2175,0.194375,13.594375,3.885625,202.875,34.71875,1.4375,0.140625,0.097826087,0.792083333,0.131979167,0.166622831
16,Ni8Mn4Ga2Ba2,1.063022954,Ni8 Mn4 Ga2 Ba2,10.0849449,31.125,6.21875,53.875,12.15625,68.96246125,17.28126937,1406.61375,377.579375,8.625,2.46875,4.25,0.4375,138.875,19.09375,0.137488749,1.68,0.2625,2,0,0.125,0.21875,6.5,2.375,0,0,8.625,2.46875,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,18.08783405,11.56795797,0,0,0.29777488,0.29761982,2754,432,7498.25,1409.75,7.079775625,0.737146563,26.3775,0.423125,13.555625,3.924375,203.375,34.84375,1.45625,0.1734375,0.119098712,0.813333333,0.169166667,0.207991804
17,Ni8Mn4Ga3Sc1,1.217366173,Ni8 Mn4 Ga3 Sc1,9.813052087,27.375,1.984375,58.0625,8.9140625,58.96401825,4.034618156,1413.920625,416.6289844,9.375,1.984375,4,0,130.25,9.34375,0.071737044,1.766875,0.159296875,2,0,0.1875,0.3046875,7.1875,1.8671875,0,0,9.375,1.984375,0,0,0.9375,1.5234375,2.8125,1.8671875,0,0,3.75,1.75,12.7073653,3.497254849,0,0,0.297775277,0.297619423,2834.875,384.640625,7615.0625,1292.9375,7.213367063,0.536759406,26.090625,0.1146875,13.8959375,3.609570313,190.875,47.578125,1.36875,0.04453125,0.032534247,0.729895833,0.04078125,0.055872699
18,Ni8Mn4Ga3Ti1,1.28,Ni8 Mn4 Ga3 Ti1,9.813052087,27.4375,1.8984375,60.0625,6.1640625,59.14596125,3.966389531,1421.858125,419.6055469,9.4375,1.8984375,4,0,129.625,8.484375,0.06545323,1.778125,0.143828125,2,0,0.1875,0.3046875,7.25,1.78125,0,0,9.4375,1.8984375,0,0,0.9375,1.5234375,2.75,1.78125,0,0,3.6875,1.6875,12.3608028,2.977411099,0,0,0.297776289,0.297618411,2863.4375,409.6328125,7710.1875,1197.8125,7.230031438,0.511762844,26.061875,0.1371875,13.8990625,3.612304688,190.875,47.578125,1.35625,0.02734375,0.02016129,0.7278125,0.039739583,0.054601402
19,Ni8Mn4Ga2Ti2,1.32,Ni8 Mn4 Ga2 Ti2,10.0849449,26.875,2.15625,58.125,6.84375,57.77996125,3.899198437,1524.23875,307.9515625,8.875,2.15625,4,0,132,10.5,0.079545455,1.76125,0.1609375,2,0,0.125,0.21875,6.75,2.0625,0,0,8.875,2.15625,0,0,0.625,1.09375,3.25,2.0625,0,0,3.875,1.875,12.22533405,2.774207974,0,0,0.297777697,0.297617003,2931.125,412.09375,7622.875,1285.125,7.281832625,0.434061063,26.00125,0.2353125,14.434375,3.045625,199,35,1.3625,0.028125,0.020642202,0.733541667,0.042604167,0.058080091
20,Ni8Mn4Ga1Ti3,1.36,Ni8 Mn4 Ga1 Ti3,9.813052087,26.3125,2.2734375,56.1875,7.0390625,56.41396125,3.943068594,1626.619375,219.2733594,8.3125,2.2734375,4,0,134.375,11.921875,0.08872093,1.744375,0.173828125,2,0,0.0625,0.1171875,6.25,2.21875,0,0,8.3125,2.2734375,0,0,0.3125,0.5859375,3.75,2.21875,0,0,4.0625,2.0625,12.0898653,2.571004849,0,0,0.297779105,0.297615595,2998.8125,397.6328125,7535.5625,1372.4375,7.333633813,0.356359281,25.940625,0.330234375,14.9696875,2.5103125,207.125,22.8125,1.36875,0.02734375,0.019977169,0.739270833,0.04546875,0.061504861
21,Ni8Mn4Ti4,1.38,Ni8 Mn4 Ti4,8.644238489,25.75,2.25,54.25,6.75,55.04796125,3.64543875,1729,106,7.75,2.25,4,0,136.75,12.75,0.093235832,1.7275,0.1825,2,0,0,0,5.75,2.25,0,0,7.75,2.25,0,0,0,0,4.25,2.25,0,0,4.25,2.25,11.95439655,2.367801724,0,0,0.297780514,0.297614186,3066.5,366.25,7448.25,1470.625,7.385435,0.2786575,25.88,0.41,15.505,1.975,215.25,10.625,1.375,0.025,0.018181818,0.745,0.053333333,0.071588366
22,Ni8Mn4Ga3Zr1,1.251510071,Ni8 Mn4 Ga3 Zr1,9.813052087,28.5625,2.34375,60.125,6.078125,61.85577375,6.621238125,1433.545625,423.9883594,9.4375,1.8984375,4.0625,0.1171875,130.5625,9.7734375,0.074856391,1.765,0.161875,2,0,0.1875,0.3046875,7.25,1.78125,0,0,9.4375,1.8984375,0,0,0.9375,1.5234375,2.75,1.78125,0,0,3.6875,1.6875,12.7673653,3.587254849,0,0,0.29777488,0.29761982,2933.5625,470.9921875,7835.4375,1072.5625,7.217892688,0.529970969,26.080625,0.1196875,14.3271875,3.986914063,190.875,47.578125,1.365625,0.040234375,0.029462243,0.728333333,0.04,0.054919908
23,Ni8Mn4Ga1Zr3,1.286388148,Ni8 Mn4 Ga1 Zr3,9.813052087,29.6875,4.03125,56.375,6.828125,64.54339875,10.65267562,1661.681875,241.1874219,8.3125,2.2734375,4.1875,0.3046875,137.1875,15.0859375,0.109965831,1.705,0.218125,2,0,0.0625,0.1171875,6.25,2.21875,0,0,8.3125,2.2734375,0,0,0.3125,0.5859375,3.75,2.21875,0,0,4.0625,2.0625,13.3095528,4.400536099,0,0,0.29777488,0.29761982,3209.1875,552.3046875,7911.3125,996.6875,7.297217563,0.410983656,25.996875,0.238828125,16.2540625,3.005664062,207.125,22.8125,1.396875,0.058984375,0.042225951,0.740833333,0.047083333,0.063554555
24,Ni8Mn4Zr4,1.316741094,Ni8 Mn4 Zr4,8.644238489,30.25,4.875,54.5,6.5,65.88721125,12.66839437,1775.75,176.125,7.75,2.25,4.25,0.375,140.5,17.25,0.122775801,1.675,0.235,2,0,0,0,5.75,2.25,0,0,7.75,2.25,0,0,0,0,4.25,2.25,0,0,4.25,2.25,13.58064655,4.807176724,0,0,0.29777488,0.29761982,3347,667.5,7949.25,958.75,7.33688,0.35149,25.955,0.2975,17.2175,2.15375,215.25,10.625,1.4125,0.06875,0.048672566,0.747083333,0.056458333,0.075571667
25,Ni8Mn4Ga3Hf1,1.197497691,Ni8 Mn4 Ga3 Hf1,9.813052087,30.5625,5.34375,60.1875,5.9921875,67.30989875,14.80242563,1457.170625,432.8477344,9.4375,1.8984375,4.125,0.234375,130.5625,9.7734375,0.074856391,1.763125,0.164453125,2,0,0.1875,0.3046875,7.25,1.78125,0.875,1.640625,10.3125,1.96875,0,0,0.9375,1.5234375,2.75,1.78125,0,0,3.6875,1.6875,12.7051778,3.493973599,0,0,0.29777488,0.29761982,2945.6875,481.6015625,8260.375,1278.828125,7.229840813,0.512048781,26.10375,0.108125,14.7146875,4.325976562,190.875,47.578125,1.365625,0.040234375,0.029462243,0.727708333,0.0396875,0.054537647
26,Ni8Mn4Ga1Hf3,1.280319617,Ni8 Mn4 Ga1 Hf3,9.813052087,35.6875,13.6171875,56.5625,6.6171875,80.90577375,36.59408484,1732.556875,290.0411719,8.3125,2.2734375,4.375,0.609375,137.1875,15.0859375,0.109965831,1.699375,0.224453125,2,0,0.0625,0.1171875,6.25,2.21875,2.625,4.265625,10.9375,2.90625,0,0,0.3125,0.5859375,3.75,2.21875,0,0,4.0625,2.0625,13.1229903,4.120692349,0,0,0.29777488,0.29761982,3245.5625,611.4140625,9186.125,1546.453125,7.333061938,0.357217094,26.06625,0.130625,17.4165625,3.732226562,207.125,22.8125,1.396875,0.058984375,0.042225951,0.738958333,0.0453125,0.061319425
27,Ni8Mn4Hf4,1.332582643,Ni8 Mn4 Hf4,8.644238489,38.25,16.875,54.75,6.25,87.70371125,45.39314438,1870.25,317.875,7.75,2.25,4.5,0.75,140.5,17.25,0.122775801,1.6675,0.2425,2,0,0,0,5.75,2.25,3.5,5.25,11.25,3.375,0,0,0,0,4.25,2.25,0,0,4.25,2.25,13.33189655,4.434051724,0,0,0.29777488,0.29761982,3395.5,740.25,9649,1830.5,7.3846725,0.27980125,26.0475,0.15875,18.7675,4.21625,215.25,10.625,1.4125,0.06875,0.048672566,0.744583333,0.052708333,0.070789031
28,Ni8Mn4Ga3V1,1.306717767,Ni8 Mn4 Ga3 V1,9.813052087,27.5,1.8125,60.25,5.90625,59.3381175,3.894330937,1436.983125,425.2774219,9.5,1.8125,4,0,129.1875,7.8828125,0.061018384,1.78375,0.13609375,2,0,0.1875,0.3046875,7.3125,1.6953125,0,0,9.5,1.8125,0,0,0.9375,1.5234375,2.6875,1.6953125,0,0,3.625,1.625,12.1308028,2.632411099,0,0,0.29777488,0.29761982,2870.9375,416.1953125,7810.375,1097.625,7.224910813,0.519443781,26.05125,0.153125,14.3584375,4.014257813,193.0625,48.3984375,1.353125,0.0234375,0.017321016,0.723177083,0.037421875,0.051746489
29,Ni8Mn4Ga2V2,1.344053497,Ni8 Mn4 Ga2 V2,10.0849449,27,2,58.5,6.375,58.16427375,3.418807812,1554.48875,330.6390625,9,2,4,0,131.125,9.40625,0.071734986,1.7725,0.146875,2,0,0.125,0.21875,6.875,1.90625,0,0,9,2,0,0,0.625,1.09375,3.125,1.90625,0,0,3.75,1.75,11.76533405,2.084207974,0,0,0.29777488,0.29761982,2946.125,423.34375,7823.25,1084.75,7.271591375,0.449422938,25.98,0.2725,15.353125,3.66359375,203.375,34.84375,1.35625,0.021875,0.016129032,0.724270833,0.03796875,0.052423414
30,Ni8Mn4Ga1V3,1.412021742,Ni8 Mn4 Ga1 V3,9.813052087,26.5,2.0625,56.75,6.40625,56.99043,3.29454125,1671.994375,247.6327344,8.5,2.0625,4,0,133.0625,10.4453125,0.078499295,1.76125,0.15484375,2,0,0.0625,0.1171875,6.4375,2.0078125,0,0,8.5,2.0625,0,0,0.3125,0.5859375,3.5625,2.0078125,0,0,3.875,1.875,11.3998653,1.536004849,0,0,0.29777488,0.29761982,3021.3125,411.6953125,7836.125,1071.875,7.318271938,0.379402094,25.90875,0.38203125,16.3478125,3.064257812,213.6875,18.7109375,1.359375,0.0203125,0.014942529,0.725364583,0.038515625,0.053098298
31,Ni8Mn4V4,1.435094704,Ni8 Mn4 V4,8.644238489,26,2,55,6,55.81658625,2.87681375,1789.5,196.75,8,2,4,0,135,11,0.081481481,1.75,0.16,2,0,0,0,6,2,0,0,8,2,0,0,0,0,4,2,0,0,4,2,11.03439655,0.987801724,0,0,0.29777488,0.29761982,3096.5,381.25,7849,1059,7.3649525,0.30938125,25.8375,0.47375,17.3425,2.21625,224,3.5,1.3625,0.01875,0.013761468,0.726458333,0.0390625,0.05377115
32,Ni8Mn4Ga3Nb1,1.295098568,Ni8 Mn4 Ga3 Nb1,9.813052087,28.625,2.4375,60.3125,5.8203125,61.9609225,6.77896125,1472.420625,438.5664844,9.5,1.8125,4.0625,0.1171875,129.875,8.828125,0.067974013,1.781875,0.138671875,1.9375,0.1171875,0.1875,0.3046875,7.375,1.609375,0,0,9.5,1.8125,0.0625,0.1171875,0.9375,1.5234375,2.625,1.609375,0,0,3.625,1.625,12.4539278,3.117098599,0,0,0.29777488,0.29761982,2954.5,489.3125,7964.125,1019.609375,7.225702063,0.518256906,26.033125,0.1803125,14.8896875,4.479101563,193.0625,48.3984375,1.359375,0.031640625,0.023275862,0.725833333,0.03875,0.053386912
33,Ni8Mn4Ga2Nb2,1.374974917,Ni8 Mn4 Ga2 Nb2,10.0849449,29.25,3.375,58.625,6.21875,63.40988375,8.952403125,1625.36375,383.7953125,9,2,4.125,0.21875,132.5,11.125,0.083962264,1.76875,0.1515625,1.875,0.21875,0.125,0.21875,7,1.75,0,0,9,2,0.125,0.21875,0.625,1.09375,3,1.75,0,0,3.75,1.75,12.41158405,3.053582974,0,0,0.29777488,0.29761982,3113.25,548.6875,8130.75,887.0625,7.273173875,0.447049188,25.94375,0.3359375,16.415625,4.46046875,203.375,34.84375,1.36875,0.0359375,0.026255708,0.729583333,0.040625,0.055682467
34,Ni8Mn4Ga1Nb3,1.421493024,Ni8 Mn4 Ga1 Nb3,9.813052087,29.875,4.3125,56.9375,6.1953125,64.858845,11.125845,1778.306875,364.3849219,8.5,2.0625,4.1875,0.3046875,135.125,12.765625,0.09447271,1.755625,0.161171875,1.8125,0.3046875,0.0625,0.1171875,6.625,1.796875,0,0,8.5,2.0625,0.1875,0.3046875,0.3125,0.5859375,3.375,1.796875,0,0,3.875,1.875,12.3692403,2.990067349,0,0,0.29777488,0.29761982,3272,654.375,8297.375,712.859375,7.320645688,0.375841469,25.854375,0.470390625,17.9415625,4.521914063,213.6875,18.7109375,1.378125,0.037890625,0.027494331,0.733333333,0.0425,0.057954545
35,Ni8Mn4Nb4,1.456940255,Ni8 Mn4 Nb4,8.644238489,30.5,5.25,55.25,5.75,66.30780625,13.29928688,1931.25,409.375,8,2,4.25,0.375,137.75,13.75,0.099818512,1.7425,0.1675,1.75,0.375,0,0,6.25,1.75,0,0,8,2,0.25,0.375,0,0,3.75,1.75,0,0,4,2,12.32689655,2.926551724,0,0,0.29777488,0.29761982,3430.75,793.125,8464,497,7.3681175,0.30463375,25.765,0.5825,19.4675,5.26625,224,3.5,1.3875,0.0375,0.027027027,0.737083333,0.044375,0.060203505
36,Ni8Mn4Ga3Cr1,1.315509791,Ni8 Mn4 Ga3 Cr1,9.813052087,27.5625,1.7265625,60.4375,5.6484375,59.40403,3.86961375,1436.795625,425.2071094,9.5625,1.7265625,4,0,128.3125,6.6796875,0.052057964,1.785625,0.133515625,1.9375,0.1171875,0.1875,0.3046875,7.4375,1.5234375,0,0,9.5625,1.7265625,0.0625,0.1171875,0.9375,1.5234375,2.5625,1.5234375,0,0,3.5625,1.5625,12.0170528,2.565167699,0,0,0.29777488,0.29761982,2824.9375,375.9453125,7874.75,1033.25,7.226180813,0.517538781,25.955,0.325625,14.3271875,3.986914063,193.0625,48.3984375,1.35625,0.02734375,0.02016129,0.733333333,0.0425,0.057954545
37,Ni8Mn4Ga2Cr2,1.340654541,Ni8 Mn4 Ga2 Cr2,10.0849449,27.125,1.84375,58.875,5.90625,58.29609875,3.254026562,1554.11375,330.3578125,9.125,1.84375,4,0,129.375,7.21875,0.055797101,1.77625,0.1421875,1.875,0.21875,0.125,0.21875,7.125,1.59375,0,0,9.125,1.84375,0.125,0.21875,0.625,1.09375,2.875,1.59375,0,0,3.625,1.625,11.53783405,1.829916487,0,0,0.29777488,0.29761982,2854.125,354.34375,7952,956,7.274131375,0.445612938,25.7875,0.609375,15.290625,3.61671875,203.375,34.84375,1.3625,0.028125,0.020642202,0.744583333,0.052708333,0.070789031
38,Ni8Mn4Ga1Cr3,1.383561886,Ni8 Mn4 Ga1 Cr3,9.813052087,26.6875,1.8515625,57.3125,5.7734375,57.1881675,3.072086562,1671.431875,247.2811719,8.6875,1.8515625,4,0,130.4375,7.4921875,0.057438908,1.766875,0.148515625,1.8125,0.3046875,0.0625,0.1171875,6.8125,1.5859375,0,0,8.6875,1.8515625,0.1875,0.3046875,0.3125,0.5859375,3.1875,1.5859375,0,0,3.6875,1.6875,11.0586153,1.024129849,0,0,0.29777488,0.29761982,2883.3125,325.4453125,8029.25,878.75,7.322081938,0.373687094,25.62,0.85125,16.2540625,3.005664062,213.6875,18.7109375,1.36875,0.02734375,0.019977169,0.755833333,0.069583333,0.092061742
